MINISTERE DU BUDGET,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,REPUBLIQUE DE GUINEE,Unnamed: 15,Unnamed: 16,Unnamed: 17,Source,NUMERO,Annee,Mois,REGIE,CATEGORIE,RUBRIQUES,CODE,ID,Prevision,Realisation,ÉCART,Taux,Mois_num,Date
DIRECTION GENERALE  DES DOUANES,,,,,,TABLEAU: N° I,,,,,,,,Travail Justice Solidarité,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
"SUIVI DES RECETTES DOUNAIERES, SUIVANT LE CONTRAT DE PERFORMANCE, LFI 2023",,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
EXERCICE 2023,,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
RUBRIQUES,,,"Janvier-Décembre
2023
(LFI 2023)",Janvier,Février,Mars ,Avril,Mai,Juin,Juillet,Août,Sept,Octobre,Nov,Décembre,Total,Taux,ABOUBACAR BUDGET,,,,,,,,,,,,,,
I  -  PRODUITS PETROLIERS ( en milliers de GNF ),,,,,,,,,,,,,,,,,,ABOUBACAR BUDGET,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,MODELE RECETTE,99.0,2024.0,AVRI,DGD,MINERAIS DES BAUXITES,SPIC INTER INVEST,,,17220344120.0,0.0,-17220344120.0,0.0,,
,,,,,,,,,,,,,,,,,,MODELE RECETTE,100.0,2024.0,AVRI,DGD,MINERAIS DES BAUXITES,GAC,,,15536289359.0,3417680385.0,-12118608974.0,0.2199804796387997,,
,,,,,,,,,,,,,,,,,,MODELE RECETTE,101.0,2024.0,MAI,DGD,MINERAIS D'OR,SAG,,,0.0,0.0,0.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,102.0,2024.0,MAI,DGD,MINERAIS D'OR,SMD,,,23683824393.0,16884083513.0,-6799740880.0,0.7128951487239648,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,103.0,2024.0,MAI,DGD,MINERAIS D'OR,GBG,,,1512227236.0,1344187674.0,-168039562.0,0.8888794236741283,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,104.0,2024.0,MAI,DGD,MINERAIS D'OR,GG EXPLORATION,,,2010745402.0,3160091006.0,1149345604.0,1.5716017566703355,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,105.0,2024.0,MAI,DGD,MINERAIS D'OR,G MINING KOREA C,,,2870167.0,0.0,-2870167.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,106.0,2024.0,MAI,DGD,MINERAIS D'OR,SM MANDIANA,,,11143174416.0,9076602894.0,-2066571522.0,0.8145437336929143,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,107.0,2024.0,MAI,DGD,MINERAIS D'OR,"Ryda Group et Rohax
International (R ET R)",,,20369630.0,0.0,-20369630.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,108.0,2024.0,MAI,DGD,MINERAIS D'OR,NEW JAPANMINING COMPANY,,,792680406.0,1426607023.0,633926617.0,1.7997253523635095,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,109.0,2024.0,MAI,DGD,MINERAIS D'OR,KOUROUSSA MINE,,,0.0,1573882832.0,1573882832.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,110.0,2024.0,MAI,DGD,MINERAIS D'OR,MARKET BIS GO SARL,,,0.0,0.0,0.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,111.0,2024.0,MAI,DGD,MINERAIS D'OR,S WELLY MINING,,,0.0,0.0,0.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,112.0,2024.0,MAI,DGD,MINERAIS D'OR,PARTICUIERS,,,2225609773.0,2859942439.0,634332666.0,1.285015223106679,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,113.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,SMB,,,37590919060.0,89579882513.0,51988963453.0,2.383019217221554,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,114.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,BELL AIR MINING,,,7384220479.0,1156716351.0,-6227504128.0,0.1566470495145138,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,115.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,AGBA (SD MINING ),,,735599083.0,20557354963.0,19821755880.0,27.94641189486094,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,116.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,AG2BA (KANTE ),,,0.0,0.0,0.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,117.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,KIMBO,,,152602917.0,0.0,-152602917.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,118.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,ASHAPOURA,,,4197789324.0,0.0,-4197789324.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,119.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,TOP GUINEE MINING,,,3845083.0,0.0,-3845083.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,120.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,DYNAMIQUE MINNNG,,,0.0,0.0,0.0,0.0,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,121.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,COBAD,,,3182173478.0,4520146675.0,1337973197.0,1.4204589115741475,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,122.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,CDM CHINE,,,48401415055.0,30618042147.0,-17783372908.0,0.6325856818898329,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,123.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,CHALCO GUINEE,,,24747038837.0,24776545229.0,29506392.0,1.00119232010724,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,124.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,SPIC INTER INVEST,,,15047133500.0,5246829274.0,-9800304226.0,0.34869294367595,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,125.0,2024.0,MAI,DGD,MINERAIS DES BAUXITES,GAC,,,25221712000.0,4833687551.0,-20388024449.0,0.1916478766786331,5.0,2024-05-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,126.0,2024.0,JUIN,DGD,MINERAIS D'OR,SAG,,,0.0,0.0,0.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,127.0,2024.0,JUIN,DGD,MINERAIS D'OR,SMD,,,8613880554.0,12440149337.0,3826268783.0,1.444198031190856,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,128.0,2024.0,JUIN,DGD,MINERAIS D'OR,GBG,,,1508439249.0,1645051102.0,136611853.0,1.090565034747382,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,129.0,2024.0,JUIN,DGD,MINERAIS D'OR,GG EXPLORATION,,,1948244220.0,3096740563.0,1148496343.0,1.589503272336155,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,130.0,2024.0,JUIN,DGD,MINERAIS D'OR,G MINING KOREA C,,,2870167.0,0.0,-2870167.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,131.0,2024.0,JUIN,DGD,MINERAIS D'OR,SM MANDIANA,,,10387679121.0,29183361649.0,18795682528.0,2.8094207867859686,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,132.0,2024.0,JUIN,DGD,MINERAIS D'OR,"Ryda Group et Rohax
International (R ET R)",,,20369630.0,0.0,-20369630.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,133.0,2024.0,JUIN,DGD,MINERAIS D'OR,NEW JAPANMINING COMPANY,,,792680406.0,1639014421.0,846334015.0,2.0676863066046316,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,134.0,2024.0,JUIN,DGD,MINERAIS D'OR,KOUROUSSA MINE,,,0.0,806691033.0,806691033.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,135.0,2024.0,JUIN,DGD,MINERAIS D'OR,MARKET BIS GO SARL,,,0.0,0.0,0.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,136.0,2024.0,JUIN,DGD,MINERAIS D'OR,S WELLY MINING,,,0.0,0.0,0.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,137.0,2024.0,JUIN,DGD,MINERAIS D'OR,PARTICUIERS,,,2225605773.0,2649165106.0,423559333.0,1.190311931312554,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,138.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,SMB,,,76933037320.0,77999202460.0,1066165140.0,1.013858352369026,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,139.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,BELL AIR MINING,,,7384220479.0,2529306078.0,-4854914401.0,0.3425285153921255,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,140.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,AGBA (SD MINING ),,,735599083.0,3446962249.0,2711363166.0,4.685925157685386,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,141.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,AG2BA (KANTE ),,,0.0,0.0,0.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,142.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,KIMBO,,,152602917.0,0.0,-152602917.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,143.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,ASHAPOURA,,,4197789324.0,7216251849.0,3018462525.0,1.7190600318464195,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,144.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,TOP GUINEE MINING,,,3845083.0,0.0,-3845083.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,145.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,DYNAMIQUE MINNNG,,,0.0,0.0,0.0,0.0,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,146.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,COBAD,,,3136543376.0,3977765529.0,841222153.0,1.2682003888219144,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,147.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,CDM CHINE,,,68126877007.0,9812006959.0,-58314870048.0,0.1440254917011948,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,148.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,CHALCO GUINEE,,,45765142519.0,16475260617.0,-29289881902.0,0.3599958332951783,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,149.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,SPIC INTER INVEST,,,8131808704.0,6636755016.0,-1495053688.0,0.8161474596340923,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,150.0,2024.0,JUIN,DGD,MINERAIS DES BAUXITES,GAC,,,9971812032.0,3420610108.0,-6551201924.0,0.3430279368507054,6.0,2024-06-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,151.0,2024.0,JUIL,DGD,MINERAIS D'OR,SAG,,,70905955895.0,77790926134.0,6884970239.0,1.097100027100622,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,152.0,2024.0,JUIL,DGD,MINERAIS D'OR,SMD,,,16105418337.0,11615341614.0,-4490076723.0,0.7212070727349775,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,153.0,2024.0,JUIL,DGD,MINERAIS D'OR,GBG,,,2431173585.0,1697405766.0,-733767819.0,0.6981836987999358,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,154.0,2024.0,JUIL,DGD,MINERAIS D'OR,GG EXPLORATION,,,887768612.0,3040620644.0,2152852032.0,3.42501481005278,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,155.0,2024.0,JUIL,DGD,MINERAIS D'OR,G MINING KOREA C,,,2870167.0,0.0,-2870167.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,156.0,2024.0,JUIL,DGD,MINERAIS D'OR,SM MANDIANA,,,2205844865.0,9403251546.0,7197406681.0,4.262879813173081,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,157.0,2024.0,JUIL,DGD,MINERAIS D'OR,"Ryda Group et Rohax
International (R ET R)",,,78563197.0,0.0,-78563197.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,158.0,2024.0,JUIL,DGD,MINERAIS D'OR,NEW JAPANMINING COMPANY,,,792680406.0,1458957175.0,666276769.0,1.8405364431324167,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,159.0,2024.0,JUIL,DGD,MINERAIS D'OR,KOUROUSSA MINE,,,0.0,2091226075.0,2091226075.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,160.0,2024.0,JUIL,DGD,MINERAIS D'OR,MARKET BIS GO SARL,,,0.0,0.0,0.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,161.0,2024.0,JUIL,DGD,MINERAIS D'OR,S WELLY MINING,,,0.0,0.0,0.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,162.0,2024.0,JUIL,DGD,MINERAIS D'OR,PARTICUIERS,,,2225609773.0,1170021571.0,-1055588202.0,0.5257083183198261,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,163.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,SMB,,,3366066014.0,69172421426.0,65806355412.0,20.549930137525816,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,164.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,BELL AIR MINING,,,7384220479.0,0.0,-7384220479.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,165.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,AGBA (SD MINING ),,,735599083.0,52284733408.0,51549134325.0,71.07775773015747,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,166.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,AG2BA (KANTE ),,,0.0,2562043920.0,2562043920.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,167.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,KIMBO,,,152602917.0,0.0,-152602917.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,168.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,ASHAPOURA,,,4197789324.0,0.0,-4197789324.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,169.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,TOP GUINEE MINING,,,3845083.0,0.0,-3845083.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,170.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,DYNAMIQUE MINNNG,,,0.0,2627705622.0,2627705622.0,0.0,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,171.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,COBAD,,,2351631703.0,3604722605.0,1253090902.0,1.5328601840166636,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,172.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,CDM CHINE,,,8927120931.0,13333917389.0,4406796458.0,1.4936413981687104,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,173.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,CHALCO GUINEE,,,30811715923.0,26603112582.0,-4208603341.0,0.8634089918420152,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,174.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,SPIC INTER INVEST,,,-4376329486.0,6706311196.0,11082640682.0,-1.5324054592904115,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,175.0,2024.0,JUIL,DGD,MINERAIS DES BAUXITES,GAC,,,2518415201.0,4200589828.0,1682174627.0,1.6679496797557647,7.0,2024-07-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,176.0,2024.0,AOÛT,DGD,MINERAIS D'OR,SAG,,,0.0,0.0,0.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,177.0,2024.0,AOÛT,DGD,MINERAIS D'OR,SMD,,,14906278576.0,22398134827.0,7491856251.0,1.5025973594148667,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,178.0,2024.0,AOÛT,DGD,MINERAIS D'OR,GBG,,,1700073525.0,1547513463.0,-152560062.0,0.910262668198424,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,179.0,2024.0,AOÛT,DGD,MINERAIS D'OR,GG EXPLORATION,,,1532095455.0,3222110491.0,1690015036.0,2.1030742441566734,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,180.0,2024.0,AOÛT,DGD,MINERAIS D'OR,G MINING KOREA C,,,2870167.0,0.0,-2870167.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,181.0,2024.0,AOÛT,DGD,MINERAIS D'OR,SM MANDIANA,,,13592939407.0,5259545010.0,-8333394397.0,0.3869321309040394,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,182.0,2024.0,AOÛT,DGD,MINERAIS D'OR,"Ryda Group et Rohax
International (R ET R)",,,20369630.0,0.0,-20369630.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,183.0,2024.0,AOÛT,DGD,MINERAIS D'OR,NEW JAPANMINING COMPANY,,,792680406.0,1632870011.0,840189605.0,2.059934872415655,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,184.0,2024.0,AOÛT,DGD,MINERAIS D'OR,KOUROUSSA MINE,,,0.0,898863250.0,898863250.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,185.0,2024.0,AOÛT,DGD,MINERAIS D'OR,MARKET BIS GO SARL,,,0.0,0.0,0.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,186.0,2024.0,AOÛT,DGD,MINERAIS D'OR,S WELLY MINING,,,0.0,0.0,0.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,187.0,2024.0,AOÛT,DGD,MINERAIS D'OR,PARTICUIERS,,,2225609773.0,1926848286.0,-298761487.0,0.865761963024953,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,188.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,SMB,,,82764826333.0,23833480032.0,-58931346301.0,0.2879662906088538,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,189.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,BELL AIR MINING,,,7384220479.0,2601487001.0,-4782733478.0,0.3523035381186645,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,190.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,AGBA (SD MINING ),,,735599083.0,25476060552.0,24740461469.0,34.63307818180083,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,191.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,AG2BA (KANTE ),,,0.0,0.0,0.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,192.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,KIMBO,,,152602917.0,0.0,-152602917.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,193.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,ASHAPOURA,,,4197789325.0,2920393650.0,-1277395675.0,0.6956980029006101,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,194.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,TOP GUINEE MINING,,,3845083.0,0.0,-3845083.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,195.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,DYNAMIQUE MINNNG,,,0.0,0.0,0.0,0.0,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,196.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,COBAD,,,2195138475.0,3663847922.0,1468709447.0,1.6690737116254135,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,197.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,CDM CHINE,,,32461265914.0,8804282421.0,-23656983493.0,0.2712242475178043,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,198.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,CHALCO GUINEE,,,13132950308.0,8176254450.0,-4956695858.0,0.6225756024538823,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,199.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,SPIC INTER INVEST,,,8970864124.0,5419528278.0,-3551335846.0,0.6041255561435812,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,200.0,2024.0,AOÛT,DGD,MINERAIS DES BAUXITES,GAC,,,6257457528.0,4910683255.0,-1346774273.0,0.7847729262286413,8.0,2024-08-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,201.0,2024.0,SEPT,DGD,MINERAIS D'OR,SAG,,,0.0,0.0,0.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,202.0,2024.0,SEPT,DGD,MINERAIS D'OR,SMD,,,19481254097.0,10313493640.0,-9167760457.0,0.5294060427859323,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,203.0,2024.0,SEPT,DGD,MINERAIS D'OR,GBG,,,1522116005.0,0.0,-1522116005.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,204.0,2024.0,SEPT,DGD,MINERAIS D'OR,GG EXPLORATION,,,2193583333.0,0.0,-2193583333.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,205.0,2024.0,SEPT,DGD,MINERAIS D'OR,G MINING KOREA C,,,2870167.0,0.0,-2870167.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,206.0,2024.0,SEPT,DGD,MINERAIS D'OR,SM MANDIANA,,,5211041715.0,9916339932.0,4705298217.0,1.9029477164720796,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,207.0,2024.0,SEPT,DGD,MINERAIS D'OR,"Ryda Group et Rohax
International (R ET R)",,,20369630.0,0.0,-20369630.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,208.0,2024.0,SEPT,DGD,MINERAIS D'OR,NEW JAPANMINING COMPANY,,,792680406.0,1529983349.0,737302943.0,1.9301389783564296,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,209.0,2024.0,SEPT,DGD,MINERAIS D'OR,KOUROUSSA MINE,,,0.0,5475644470.0,5475644470.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,210.0,2024.0,SEPT,DGD,MINERAIS D'OR,MARKET BIS GO SARL,,,0.0,0.0,0.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,211.0,2024.0,SEPT,DGD,MINERAIS D'OR,S WELLY MINING,,,0.0,832633976.0,832633976.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,212.0,2024.0,SEPT,DGD,MINERAIS D'OR,PARTICUIERS,,,2225609773.0,1855053538.0,-370556235.0,0.833503501154872,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,213.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,SMB,,,27536047016.0,75990016988.0,48453969972.0,2.759655986345662,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,214.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,BELL AIR MINING,,,7384220479.0,0.0,-7384220479.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,215.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,AGBA (SD MINING ),,,735599083.0,0.0,-735599083.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,216.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,AG2BA (KANTE ),,,0.0,5503777238.0,5503777238.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,217.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,KIMBO,,,152602917.0,0.0,-152602917.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,218.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,ASHAPOURA,,,6876174303.0,4023272482.0,-2852901821.0,0.5851033299497207,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,219.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,TOP GUINEE MINING,,,3845083.0,0.0,-3845083.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,220.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,DYNAMIQUE MINNNG,,,0.0,0.0,0.0,0.0,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,221.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,COBAD,,,2274589727.0,1907347362.0,-367242365.0,0.838545667976632,9.0,2024-09-01
,,,,,,,,,,,,,,,,,,MODELE RECETTE,222.0,2024.0,SEPT,DGD,MINERAIS DES BAUXITES,CDM CHINE,,,382153936.0,11278554208.0,10896400272.0,29.513118001746815,9.0,2024-09-01
